Pipeline Cycles|Pipeline Sum Thread Cycles|Pipeline Time|CPU Time|CPU Join Time|CPU ExpOp Time|GPU Probe Time|CPU/GPU Time|Pre Filter Tuples|Filtered Tuples|Pre Join Tuples|Pos Join Tuples|CPUBloomFilter|FilterSize|Slowdown|CPUMorselSize|GPUMorselSize|Selectivity|Streams|TuplesGpuProbe|TuplesGpuConsume
4.59404e+10|4.58119e+11|13.8709|4.70668e+09|4.30971e+11|0|1.8618e+10|4.53001e+11|1073741824|912738304|912738304|912680448|1|536870912|0|16384|16777216|85|16|1064703317|1064703317
4.96227e+10|4.96057e+11|14.9827|5.81357e+10|4.62645e+11|0|5.17689e+09|4.37315e+11|1073741824|966406528|966406528|966367616|1|536870912|0|16384|16777216|90|1|960200704|960200704
4.90225e+10|4.89947e+11|14.8015|1.45283e+09|4.6205e+11|0|5.85394e+09|4.8815e+11|1073741824|966406528|966406528|966367616|1|536870912|0|16384|16777216|90|2|1071169536|1071169536
4.80672e+10|4.80281e+11|14.513|2.4398e+09|4.52297e+11|0|6.36971e+09|4.77491e+11|1073741824|966406528|966406528|966367616|1|536870912|0|16384|16777216|90|4|1069416448|1069416448
4.7937e+10|4.78823e+11|14.4737|3.4154e+09|4.50682e+11|0|7.62688e+09|4.75046e+11|1073741824|966406528|966406528|966367616|1|536870912|0|16384|16777216|90|6|1067532288|1067532288
4.84822e+10|4.84127e+11|14.6384|4.40505e+09|4.55854e+11|0|9.21509e+09|4.79342e+11|1073741824|966406528|966406528|966367616|1|536870912|0|16384|16777216|90|8|1065740970|1065740970
4.81349e+10|4.80173e+11|14.5335|4.74544e+09|4.51889e+11|0|1.84817e+10|4.75013e+11|1073741824|966406528|966406528|966367616|1|536870912|0|16384|16777216|90|16|1064987306|1064987306
5.23708e+10|5.23538e+11|15.8124|5.76751e+10|4.88915e+11|0|5.15239e+09|4.64883e+11|1073741824|1020072192|1020072192|1020054656|1|536870912|0|16384|16777216|95|1|966994602|966994602
5.13652e+10|5.13397e+11|15.5088|1.44587e+09|4.84475e+11|0|5.71997e+09|5.11614e+11|1073741824|1020072192|1020072192|1020054656|1|536870912|0|16384|16777216|95|2|1071469909|1071469909
5.19713e+10|5.19322e+11|15.6918|2.51045e+09|4.90288e+11|0|6.37551e+09|5.16452e+11|1073741824|1020072192|1020072192|1020054656|1|536870912|0|16384|16777216|95|4|1069569365|1069569365
5.0946e+10|5.08929e+11|15.3823|3.4071e+09|4.79828e+11|0|7.6168e+09|5.05158e+11|1073741824|1020072192|1020072192|1020054656|1|536870912|0|16384|16777216|95|6|1067849045|1067849045
5.10398e+10|5.09763e+11|15.4106|4.41928e+09|4.80552e+11|0|9.26072e+09|5.04969e+11|1073741824|1020072192|1020072192|1020054656|1|536870912|0|16384|16777216|95|8|1065899349|1065899349
5.17451e+10|5.16235e+11|15.6235|4.68315e+09|4.86963e+11|0|1.84264e+10|5.11141e+11|1073741824|1020072192|1020072192|1020054656|1|536870912|0|16384|16777216|95|16|1065631744|1065631744
3.78134e+09|3.76515e+10|1.14171|3.23099e+10|8.68949e+09|0|3.20134e+09|4.73428e+09|1073741824|11126272|11126272|10737408|1|536870912|0|16384|16777216|1|1|622422698|622422698
3.54478e+09|3.51847e+10|1.07029|2.81917e+10|8.62823e+09|0|6.29052e+09|5.42556e+09|1073741824|11126272|11126272|10737408|1|536870912|0|16384|16777216|1|2|684589056|684589056
3.54242e+09|3.50073e+10|1.06957|2.71863e+10|9.42451e+09|0|1.26577e+10|5.87712e+09|1073741824|11126272|11126272|10737408|1|536870912|0|16384|16777216|1|4|671088640|671088640
3.74116e+09|3.68154e+10|1.12958|2.70795e+10|8.83164e+09|0|2.00562e+10|5.99223e+09|1073741824|11126272|11126272|10737408|1|536870912|0|16384|16777216|1|6|704643072|704643072
3.63972e+09|3.56602e+10|1.09895|2.66949e+10|9.44132e+09|0|2.56484e+10|6.16897e+09|1073741824|11126272|11126272|10737408|1|536870912|0|16384|16777216|1|8|681257642|681257642
4.11549e+09|3.98685e+10|1.2426|2.34655e+10|9.31086e+09|0|5.37657e+10|7.43784e+09|1073741824|11126272|11126272|10737408|1|536870912|0|16384|16777216|1|16|756995413|756995413
